LICENSENO,Registration_Type,ISSDTTM,NAMEFIRST,NAMELAST,Reporting_Statement
CCL392571,Lobbyist Registration,2019-04-24 14:05:54,Larry,Rasky,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ejLLsxjN46W9dIeQzrxUT1RdGxDzBl4A/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ejLLsxjN46W9dIeQzrxUT1RdGxDzBl4A/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1TIeVwYzBcZ7hYK_Ez5rzB295UGBulFjS/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TIeVwYzBcZ7hYK_Ez5rzB295UGBulFjS/view?usp=sharing</A></P>"
CCL392708,Lobbyist Registration,2019-04-25 11:01:13,Tyler,Roebock,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1AqlXzSNu69wt8rFijA7nKFbLVAw4ggAy/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1AqlXzSNu69wt8rFijA7nKFbLVAw4ggAy/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1VcQgQiplns5raagcxqrsb24RqJIbspF9/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1VcQgQiplns5raagcxqrsb24RqJIbspF9/view?usp=sharing</A></P>"
CCL396999,Lobbyist Registration,2019-06-05 10:38:06,Brian,Hochleutner,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1MBMQYC9ybtmTofTvRA3feOz7r1cIf0fT/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1MBMQYC9ybtmTofTvRA3feOz7r1cIf0fT/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ADpdTyLM74GTYyN6wSAPABxpB6Ni18dl/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ADpdTyLM74GTYyN6wSAPABxpB6Ni18dl/view?usp=sharing</A></P>"
CCL392616,Client Registration,2019-04-24 21:20:58,Helen ,Galanopoulos,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1RjYPITn5OSWBMy_zwFXXaX8msv_KVS_b/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1RjYPITn5OSWBMy_zwFXXaX8msv_KVS_b/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1hNddfAC3vTud2aTjh1lc-ixczUF8qIJl/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1hNddfAC3vTud2aTjh1lc-ixczUF8qIJl/view?usp=sharing</A></P>"
CCL393222,Lobbyist Registration,2019-04-30 14:23:27,Matthew,Eckel,
CCL398209,Lobbyist Registration,2019-06-10 13:12:44,Kate,Megan,"<A href=""https://drive.google.com/a/boston.gov/file/d/1M6WfpfVGNrBMc-jKFiDXTEl_sCdImk5L/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1M6WfpfVGNrBMc-jKFiDXTEl_sCdImk5L/view?usp=sharing</A>"
CCL397865,Lobbyist Registration,2019-06-06 14:03:21,Brian,Awe,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Nvwbl1lASBKK4Vcev8QY7tYtLD0MnMAN/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Nvwbl1lASBKK4Vcev8QY7tYtLD0MnMAN/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1xYfC05t06Me_ReZEqzmc7jRqBUCzOUpe/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1xYfC05t06Me_ReZEqzmc7jRqBUCzOUpe/view?usp=sharing</A></P>"
CCL403706,Client Registration,2019-07-19 21:34:59,,Skanska,"<A href=""https://drive.google.com/a/boston.gov/file/d/11mK_yNT-fhkKdWIOcWlwu-EArbL4-oey/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/11mK_yNT-fhkKdWIOcWlwu-EArbL4-oey/view?usp=sharing</A>"
CCL413131,Lobbyist Registration,2019-10-11 16:14:24,,Allison Blanck,
CCL392411,Lobbyist Registration,2019-04-23 12:20:55,David,Newman,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1axQGvKPrJQb0o9ILCkbxUZbRDP-AwDnq/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1axQGvKPrJQb0o9ILCkbxUZbRDP-AwDnq/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Gea3kPOsN0BXkL21tWK6OQDU7xqmvJhj/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Gea3kPOsN0BXkL21tWK6OQDU7xqmvJhj/view?usp=sharing</A></P>"
CCL402032,Client Registration,2019-07-07 23:25:56,,Weston Roots Assets,"<A href=""https://drive.google.com/a/boston.gov/file/d/1lGO0WylXAvHkiowxm-GqMAtvTWeJBatu/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1lGO0WylXAvHkiowxm-GqMAtvTWeJBatu/view?usp=sharing</A>"
CCL399216,Lobbyist Registration,2019-06-19 17:10:17,Ariel ,Kuo,"<A href=""https://drive.google.com/a/boston.gov/file/d/1oVIO-0W46_Kple_lEIm4gGlUAv9HSxaW/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1oVIO-0W46_Kple_lEIm4gGlUAv9HSxaW/view?usp=sharing</A>"
CCL392244,Lobbyist Registration,2019-04-22 12:45:19,,Salvatore LaMattina,"<A href=""https://drive.google.com/a/boston.gov/file/d/1k1rFzlorGEwP7scx64huha08paSm5EUK/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1k1rFzlorGEwP7scx64huha08paSm5EUK/view?usp=sharing</A>"
CCL403619,Client Registration,2019-07-19 11:24:47,City Realty,Group,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Typ2SAI0DJcUgTeAvHjXY6l0nryrnTAK/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Typ2SAI0DJcUgTeAvHjXY6l0nryrnTAK/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1u7eR5w4ERlUvI_-o-4w5_inEhMvEGFj1/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1u7eR5w4ERlUvI_-o-4w5_inEhMvEGFj1/view?usp=sharing</A></P>"
CCL392156,Lobbyist Registration,2019-04-19 15:08:08,Peter,Bowman,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1HVv5zHW1dgOEBkAe9GYoesPKmWTdU9Zv/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1HVv5zHW1dgOEBkAe9GYoesPKmWTdU9Zv/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1jPXA2EcjM-b-CF2CMVL7YzgeEnuVHBE-/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1jPXA2EcjM-b-CF2CMVL7YzgeEnuVHBE-/view?usp=sharing</A></P>"
CCL391957,Client Registration,2019-04-17 13:26:53,,FMR LLC,"<A href=""https://drive.google.com/a/boston.gov/file/d/15CCZ7ZkREl3tyrGGDCSDAv3wMAHEZdvu/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/15CCZ7ZkREl3tyrGGDCSDAv3wMAHEZdvu/view?usp=sharing</A>"
CCL399215,Lobbyist Registration,2019-06-19 16:58:56,David,Dreher,"<A href=""https://drive.google.com/a/boston.gov/file/d/1oCtnG_d7TmeDjSKhA308UgoYc7ej6ttl/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1oCtnG_d7TmeDjSKhA308UgoYc7ej6ttl/view?usp=sharing</A>"
CCL403440,Lobbyist Registration,2019-07-16 15:53:59,,Emiliano Falcon,"<P><A href=""https://drivehttps://drive.google.com/a/boston.gov/file/d/1CVROLMdZg4CRbCAbRy7xMHepfVZdA2h6/view?usp=sharing"" target=_blank>https://drivehttps://drive.google.com/a/boston.gov/file/d/1CVROLMdZg4CRbCAbRy7xMHepfVZdA2h6/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1CVROLMdZg4CRbCAbRy7xMHepfVZdA2h6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1CVROLMdZg4CRbCAbRy7xMHepfVZdA2h6/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL403522,Entity Registration,2019-07-17 15:11:51,,A Better City,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ZJ-TCA15yDRsF49repDHowQcaY6J_qil/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ZJ-TCA15yDRsF49repDHowQcaY6J_qil/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1XGxxWdyIQiOlDQyjeKNRamqvaZCmaREl/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1XGxxWdyIQiOlDQyjeKNRamqvaZCmaREl/view?usp=sharing</A></P>"
CCL393520,Lobbyist Registration,2019-05-03 12:20:24,Julie,Pinkham,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1v0crl6goKrvZexbcc2lGsKRyAUk1LFTy/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1v0crl6goKrvZexbcc2lGsKRyAUk1LFTy/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1vjILxH0f2rpaZJheiayZApjBmaMQ8-xO/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1vjILxH0f2rpaZJheiayZApjBmaMQ8-xO/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/11XGowEruFQvH6WMIaL4EDg6MNItSwkM8/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/11XGowEruFQvH6WMIaL4EDg6MNItSwkM8/view?usp=sharing</A></P>"
CCL401079,Lobbyist Registration,2019-06-30 19:45:06,Jay,Youmans,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1FGeeOKNkM5eAE36HxSEUn8bQaQMuAYLg/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1FGeeOKNkM5eAE36HxSEUn8bQaQMuAYLg/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1KxWKeIb3KxYnxZYFyAOTBP7sw7V1SsB3/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1KxWKeIb3KxYnxZYFyAOTBP7sw7V1SsB3/view?usp=sharing</A></P>"
CCL402239,Client Registration,2019-07-09 18:00:13,,geoffrey reilinger,"<A href=""https://drive.google.com/a/boston.gov/file/d/1c1qOhSpzfYs346ltxnkE-GIo4Zg7-PYM/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1c1qOhSpzfYs346ltxnkE-GIo4Zg7-PYM/view?usp=sharing</A>"
CCL403023,Client Registration,2019-07-15 14:00:09,City Realty,Group,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1JllQogA_psTHmF-XHXZkjBj_Kpu0XsQh/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1JllQogA_psTHmF-XHXZkjBj_Kpu0XsQh/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1tk-EWNVr0aVRYalc1S5xJs3eKL2f-0EX/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1tk-EWNVr0aVRYalc1S5xJs3eKL2f-0EX/view?usp=sharing</A></P>"
CCL393172,Lobbyist Registration,2019-04-30 10:53:33,David,O'Connor,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1voIq7GDgqg8cFKUUVnHVidIffO7Udcy0/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1voIq7GDgqg8cFKUUVnHVidIffO7Udcy0/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1nL5GBJAcN_ZoHQeP6pg2R9DO3doPTDad/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1nL5GBJAcN_ZoHQeP6pg2R9DO3doPTDad/view?usp=sharing</A></P>"
CCL414055,Entity Registration,2019-10-28 14:03:38,,CastleLeaf LLC,
CCL411968,Lobbyist Registration,2019-10-09 15:22:29,,Randall Stephens,"<A href=""https://drive.google.com/a/boston.gov/file/d/18zPkfDMZ74SyedOd04Z_O_c53XRTamNy/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/18zPkfDMZ74SyedOd04Z_O_c53XRTamNy/view?usp=sharing</A>"
CCL399028,Client Registration,2019-06-18 13:35:00,,JOEL DELUCA,"<A href=""https://drive.google.com/a/boston.gov/file/d/1QuEr2XrSbTxewSwKDkH1_mqzjotR7BQj/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1QuEr2XrSbTxewSwKDkH1_mqzjotR7BQj/view?usp=sharing</A>"
CCL393201,Entity Registration,2019-04-30 11:44:02,,Jennifer Jackson for Nelson Mullins,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ENItgJolR-vtsDGhl7HgE14Exp7BUqUf/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ENItgJolR-vtsDGhl7HgE14Exp7BUqUf/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1bdlp3oesf-T6JCJhHHi2eu0IsXORU2Jq/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1bdlp3oesf-T6JCJhHHi2eu0IsXORU2Jq/view?usp=sharing</A></P>"
CCL392430,Lobbyist Registration,2019-04-23 14:18:54,,Salvatore DiMasi,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1_NNjOBjRyVj_bDu7i4D0Lruj8uxQE_sf/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1_NNjOBjRyVj_bDu7i4D0Lruj8uxQE_sf/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/open?id=1liOAu3yHyoA7si7cFvOL-2h3Ryf_Q5ld"" target=_blank>https://drive.google.com/open?id=1liOAu3yHyoA7si7cFvOL-2h3Ryf_Q5ld</A></P>"
CCL393563,Client Registration,2019-05-03 16:52:54,,"Transdev North America, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1FW5tigL9nN5mem17TDCYqORGrln8GQmm/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1FW5tigL9nN5mem17TDCYqORGrln8GQmm/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/15Fwo1HHAsCMJop_biOK9p-wihNEXk6eC/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/15Fwo1HHAsCMJop_biOK9p-wihNEXk6eC/view?usp=sharing</A></P>"
CCL409667,Entity Registration,2019-09-13 09:01:23,,Foley Hoag LLP,"<A href=""https://drive.google.com/a/boston.gov/file/d/1UlIf19sg0bwvG8VUwR4SG3xaTUGyka0Q/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1UlIf19sg0bwvG8VUwR4SG3xaTUGyka0Q/view?usp=sharing</A>"
CCL392516,Lobbyist Registration,2019-04-24 10:21:58,William,Rasky,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1uCC-aW0ONMZ8savQQEtrpwk0NiSyUXU8/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1uCC-aW0ONMZ8savQQEtrpwk0NiSyUXU8/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1-V4ovRdAMdfjqvU0KlIOg-8mShmspZbw/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1-V4ovRdAMdfjqvU0KlIOg-8mShmspZbw/view?usp=sharing</A></P>"
CCL403640,Client Registration,2019-07-19 10:14:17,,ACLU of Massachusetts,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1MIzw1azh_QAjzt1AEWZ63WUm-mLhXjUm/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1MIzw1azh_QAjzt1AEWZ63WUm-mLhXjUm/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1iv78y76UAZpovn3vDohNt71RXN4NaNHO/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1iv78y76UAZpovn3vDohNt71RXN4NaNHO/view?usp=sharing</A></P>"
CCL400561,Lobbyist Registration,2019-06-28 10:24:52,Jack,Clark,"<A href=""https://drive.google.com/a/boston.gov/file/d/1EYxXOaa9gNQ0460dL7OExwydP0qkZy5h/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1EYxXOaa9gNQ0460dL7OExwydP0qkZy5h/view?usp=sharing</A>"
CCL403910,Client Registration,2019-07-22 15:44:48,City Realty,Group,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1EeZdKdcMn4Y4WYh_LkcN3S-Iip2CS7ja/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1EeZdKdcMn4Y4WYh_LkcN3S-Iip2CS7ja/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1EeZdKdcMn4Y4WYh_LkcN3S-Iip2CS7ja/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1EeZdKdcMn4Y4WYh_LkcN3S-Iip2CS7ja/view?usp=sharing</A></P>"
CCL405551,Client Registration,2019-08-02 12:17:22,,"Zagster, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1UTrJ0xEEd3YgxhRoT2709BpyvLjl38b1/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1UTrJ0xEEd3YgxhRoT2709BpyvLjl38b1/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1UTrJ0xEEd3YgxhRoT2709BpyvLjl38b1/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1UTrJ0xEEd3YgxhRoT2709BpyvLjl38b1/view?usp=sharing</A></P>"
CCL392201,Entity Registration,2019-04-22 11:19:12,,Greater Boston Legal Services,
CCL392160,Lobbyist Registration,2019-04-19 15:21:32,Terrence,McNeil,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Y5TbhmsZEmd5y9T7uRVEWl5x68Zd5ib4/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Y5TbhmsZEmd5y9T7uRVEWl5x68Zd5ib4/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1VJ4oUohCCS3mXsV4FI6HHliuFGbuvdp_/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1VJ4oUohCCS3mXsV4FI6HHliuFGbuvdp_/view?usp=sharing</A></P>"
CCL411962,Client Registration,2019-10-09 14:42:23,,"First Atlantic, LLC",
CCL396780,Lobbyist Registration,2019-05-31 15:57:40,Steven,Mitchell,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1wqhnqckEp5o_qOFl283uo68gAwe9O-ZX/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1wqhnqckEp5o_qOFl283uo68gAwe9O-ZX/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1RsTVHuJlULD_9xnI-oIsLjasycSfNQGW/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1RsTVHuJlULD_9xnI-oIsLjasycSfNQGW/view?usp=sharing</A></P>"
CCL393766,Lobbyist Registration,2019-05-08 08:07:54,William,Linehan,
CCL404199,Client Registration,2019-07-25 15:19:29,,617 therapeutic health care inc,"<A href=""https://drive.google.com/a/boston.gov/file/d/1hZgQAf-YsJNEeDLDSyvBxe7rzbMC1McO/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1hZgQAf-YsJNEeDLDSyvBxe7rzbMC1McO/view?usp=sharing</A>"
CCL403672,Lobbyist Registration,2019-07-19 12:52:11,,Dan Cence,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1P8ZCi0LJbyttI_77EED_J-KHDTAs_4YH/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1P8ZCi0LJbyttI_77EED_J-KHDTAs_4YH/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1hK5FcqlZrZR-rVVmAQZkroJJl4HBws2o/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1hK5FcqlZrZR-rVVmAQZkroJJl4HBws2o/view?usp=sharing</A></P>"
CCL411519,Entity Registration,2019-10-04 13:34:07,,Altria Client Services LLC and its affiliates,"<A href=""https://drive.google.com/a/boston.gov/file/d/1BYE4HwdTjR7CEbaL1YbZ35AH9CBvjz1L/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1BYE4HwdTjR7CEbaL1YbZ35AH9CBvjz1L/view?usp=sharing</A>"
CCL396096,Lobbyist Registration,2019-05-23 12:46:32,Dana,Griffin,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1LKWZvS3BKFidu1P-w19LI9BbSUl5PrkY/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1LKWZvS3BKFidu1P-w19LI9BbSUl5PrkY/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1vpfR3NlVMX1OFnmVT-fG_1nn25Nf9pd-/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1vpfR3NlVMX1OFnmVT-fG_1nn25Nf9pd-/view?usp=sharing</A></P>"
CCL397958,Lobbyist Registration,2019-06-07 10:58:05,William,Cunningham,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1BXhfEkpdHESd_8Ucns9RvEFFcs9rg6tk/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1BXhfEkpdHESd_8Ucns9RvEFFcs9rg6tk/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1l7YeI4n7IgogJAPIdRYPmgw9lD493rz2/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1l7YeI4n7IgogJAPIdRYPmgw9lD493rz2/view?usp=sharing</A></P>"
CCL393113,Lobbyist Registration,2019-04-29 14:01:05,Pamela,Kocher,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1NVJhTzjYdAHWakCHGxr95JLg0AUeX_W3/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1NVJhTzjYdAHWakCHGxr95JLg0AUeX_W3/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/10ERAEo4Eu_iTe0D5HoVqPlhjgd7jgAqm/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/10ERAEo4Eu_iTe0D5HoVqPlhjgd7jgAqm/view?usp=sharing</A></P>"
CCL392560,Entity Registration,2019-04-24 12:51:14,Delaney,Associates,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1uJfsT_XbUjgeBU-3k-5cjT94IHG5jTP_/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1uJfsT_XbUjgeBU-3k-5cjT94IHG5jTP_/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ae0K85jzaplAg02uf8HEPEA0hi4COjx_/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ae0K85jzaplAg02uf8HEPEA0hi4COjx_/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1rQY4xCGZiBTp2WnCWCvCR8Jhd-lMsVk5/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1rQY4xCGZiBTp2WnCWCvCR8Jhd-lMsVk5/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1a2CUpR2KgUz9kqnfHB7mgTpBTk27ps2O/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1a2CUpR2KgUz9kqnfHB7mgTpBTk27ps2O/view?usp=sharing</A></P>
<P>&nbsp;</P>
<P>&nbsp;</P>"
CCL393134,Lobbyist Registration,2019-04-29 15:13:05,,Jennifer Jackson for Nelson Mullins,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/13OQEoP_LZQ0tkX5JwtTL0VRkl4xok04P/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/13OQEoP_LZQ0tkX5JwtTL0VRkl4xok04P/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1VqITJj1nErFtqBzhT5CfKqqo1hBTDjns/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1VqITJj1nErFtqBzhT5CfKqqo1hBTDjns/view?usp=sharing</A></P>"
CCL396954,Lobbyist Registration,2019-06-04 15:24:59,John,Rattigan,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1L-5ncR8cB0cOZH1Afi5LLk1mPTmRGqBJ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1L-5ncR8cB0cOZH1Afi5LLk1mPTmRGqBJ/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1n-qczXvUAVWkHnk6pkXbfR1hxqp7pp4c/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1n-qczXvUAVWkHnk6pkXbfR1hxqp7pp4c/view?usp=sharing</A></P>"
CCL392966,Entity Registration,2019-04-26 15:44:45,,Finneran Global Strategies,"<A href=""https://drive.google.com/a/boston.gov/file/d/1ry1EfTEZQcg4xeJHvJ7ZAOJC4lweQmV0/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ry1EfTEZQcg4xeJHvJ7ZAOJC4lweQmV0/view?usp=sharing</A>"
CCL394265,Lobbyist Registration,2019-05-13 15:30:34,,Corry Associates LLC,"<A href=""https://drive.google.com/a/boston.gov/file/d/15ayheZENyz5Tp4IlCgZRUL15ZSPO2fXv/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/15ayheZENyz5Tp4IlCgZRUL15ZSPO2fXv/view?usp=sharing</A>"
CCL392614,Client Registration,2019-04-24 17:37:16,,"Comcast Cable Communications Management, LLC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1wAOQbqm600NXZZgGiVwzSuNbeuCrlhqO/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1wAOQbqm600NXZZgGiVwzSuNbeuCrlhqO/view?usp=sharing</A></P>
<P>&nbsp;<A href=""https://drive.google.com/a/boston.gov/file/d/1Tva2ZddwopOchrz-uOyyHgRVnXFiQsKi/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Tva2ZddwopOchrz-uOyyHgRVnXFiQsKi/view?usp=sharing</A></P>"
